-13.764111090986479,-13.449795295088041,-13.959032107679594,infinity
-13.379819880658983,-13.156116019422411,-13.546183119947314,infinity
-12.956820459130787,-13.512549848321461,-11.923934430840992,infinity
-12.354717185075021,-14.445559908921457,-12.999370505387521,infinity
-12.574283488362326,-14.243417151539816,-15.22370994862844,infinity
-15.52709897790997,-14.013954007969785,-14.709165895329404,infinity
-16.298457900391575,-14.734196940766331,-15.324084082947728,infinity
-14.695311778634318,-15.086217158883342,-15.359155410378703,infinity
-13.85131425338531,-14.210473246152644,-15.138631052549128,infinity
-12.935238498930467,-13.671144146208299,-14.886802810911668,infinity
-12.177020638164114,-14.019321053203177,-14.77054366367681,infinity
-12.829540290684672,-13.97524789795396,-14.306745090336772,infinity
-14.011012063730947,-14.3343939645183,-12.813970552195302,infinity
-14.65045207058422,-14.778980188717766,-11.50351136242382,infinity
-14.375462411616843,-14.754505037044089,-10.517560361598532,infinity
-13.66912538129296,-14.543857637228628,-10.530008140387197,infinity
-13.516233688963188,-14.409900194776787,-11.921903378141655,infinity
-13.8190371477074,-14.860536285585818,-13.473850437349734,infinity
-13.381411680682366,-14.714196333392326,-13.053643354876701,infinity
-13.043186255936213,-14.162695237640925,-12.774082728867121,infinity
-12.864129073389634,-14.625375993021592,-13.3043766090952,infinity
-11.610593263383237,-14.860003892655698,-12.646865312333432,infinity
-8.143801093067935,-13.527594923939517,-11.122563719715885,infinity
-2.2056329793138794,-11.473129565159827,-11.372943694035559,infinity
-1.7217547775288207,-11.69389628181654,-11.961550462343274,infinity
-4.507948557872702,-13.807742039699484,-11.060774485607077,infinity
-3.9361005737024914,-15.244670005007423,-9.51660117642466,infinity
-5.449677011541663,-18.29997493939811,-10.028037569097815,infinity
-8.983461806937125,-21.042967746420768,-10.789207408591178,infinity
-12.397585269947504,-22.466860172291256,-10.57986104204223,infinity
-16.240586085417807,-22.99852780828768,-9.568193717101156,infinity
-19.23702451412077,-22.991281716269206,-10.028352944296548,infinity
-20.637714993922636,-21.874499452083036,-15.026607167689727,infinity
-19.18977695155074,-19.38780694651534,-19.651066834210653,infinity
-18.845506167187,-18.573421454204823,-16.827920889629628,infinity
-21.05879916335342,-19.794324771416164,-14.153277174484705,infinity
-21.0329011030139,-20.212193305009748,-16.401905352586652,infinity
-16.266432019432635,-17.400454255302996,-17.945800515373797,infinity
-13.748588689953415,-18.0485349980894,-16.49702728667888,infinity
-15.173046871030733,-18.880857988202976,-14.013170524442598,infinity
-13.520676094296102,-18.425459343197467,-14.87784608006728,infinity
-11.778957238579501,-16.273383965874423,-16.63704239406656,infinity
-13.788545392305656,-16.079935334474847,-19.25389220550756,infinity
-13.264400653741196,-16.398025207421618,-21.47694318761571,infinity
-11.58857210659588,-15.115272603269464,-20.15466507458294,infinity
-12.627191056564312,-16.48492478306578,-15.353577842071514,infinity
-13.129012004989308,-17.690989391463916,-13.360100166457814,infinity
-8.843907159512497,-13.651579660122849,-17.76762084359453,infinity
-8.90439385793299,-13.414530223823492,-19.87483138463587,infinity
-11.462779610626797,-16.85054811763058,-15.683291762344936,infinity
-12.337307444327346,-17.625782957785596,-11.222911349051467,infinity
-10.164096247889658,-15.368726265170237,-8.902686488368174,infinity
-8.538997919507121,-12.567706854291057,-8.839597971387004,infinity
-9.887249161145105,-12.149238635441675,-11.15234987868966,infinity
-11.120672291834403,-13.357091611940909,-13.021271771509696,infinity
-10.279224358083837,-13.391772739174002,-13.439336500646704,infinity
-8.93340573373378,-12.036861634879715,-13.89292869630397,infinity
-8.687084903281328,-11.846630444090959,-14.746208300154802,infinity
-7.7808605453153845,-12.214445235409379,-13.496401073612809,infinity
-6.117772592086963,-12.515649689216785,-13.884927404899768,infinity
-6.089726828203029,-13.703855894670314,-12.886243485078639,infinity
-6.5766051124893,-15.044305355485516,-11.320204050477582,infinity
-7.991048970214365,-17.02347079753065,-13.27047184943342,infinity
-10.336145445140465,-18.770081564220057,-13.987724229129418,infinity
-11.725807119665093,-19.23821108466143,-13.47499089365954,infinity
-12.476362996168659,-18.962165169783162,-13.49725800044112,infinity
-13.36835497147126,-18.2125722718863,-11.988826091351937,infinity
-13.069446619791684,-17.588658388895688,-11.766965087694821,infinity
-13.977469857939045,-18.230595525511067,-13.17738788963155,infinity
-16.554776008087448,-19.09394675012236,-13.907354648071578,infinity
-17.5638610648048,-18.744940929306754,-13.501893453491935,infinity
-16.83667616944856,-17.701355029159252,-13.766566682868664,infinity
-17.942506714779984,-17.913621827084672,-14.685926063973557,infinity
-19.17465094527543,-17.855702199547892,-14.610659398644572,infinity
-19.43032899567004,-17.27257886597033,-13.96339395710345,infinity
-19.420571349209695,-17.45904877001658,-12.879111311978251,infinity
-18.514703643711815,-17.670532596501122,-12.23376823702694,infinity
-17.669321776850992,-17.87854027889567,-12.061523200496012,infinity
-17.153459180634094,-18.47915421847589,-11.56963502291925,infinity
-17.34337089046155,-19.42937705501233,-10.939643835865603,infinity
-17.226983866324847,-20.591658911338275,-10.143490633597796,infinity
-16.182753747109516,-21.5203296595851,-9.19829816162978,infinity
-13.150261450173991,-21.286210585000653,-8.813678312661784,infinity
-9.535253912316401,-19.825129896508294,-8.139296919213374,infinity
-7.308491002158606,-17.433939705924473,-6.130158196525061,infinity
-7.11252986386568,-16.140084137471028,-6.717111696751422,infinity
-8.174179045411288,-16.203667608948884,-8.634872881623446,infinity
-8.641094033856012,-15.5075469662138,-10.638015573162653,infinity
-7.770532290747738,-14.151444803288555,-12.4016510651618,infinity
-8.180732265183178,-13.206394866177288,-12.52731849260017,infinity
-8.967063296151625,-13.305460620236861,-10.926026213479506,infinity
-8.793625076951452,-13.358188917579122,-12.105271538438268,infinity
-8.413428357399589,-12.424763849533683,-15.710544160164481,infinity
-9.228925606368138,-11.534296414015843,-16.526907345412326,infinity
-10.912970293705769,-13.008014846985645,-15.09772085065157,infinity
-11.762284831521885,-13.336959676263707,-14.781378821847813,infinity
-9.795979899442992,-12.712483090437255,-15.993725222624144,infinity
-8.93770051700037,-13.060331589998416,-18.57249284488123,infinity
-12.51046666557833,-14.175964207005942,-18.795156092000447,infinity
-14.92033379561636,-14.68715041167471,-17.9759015370104,infinity
-15.811363949350822,-15.247076525263298,-17.695968880228506,infinity
-16.3121582010005,-15.128504131099987,-17.091681573650646,infinity
-16.79277222607202,-15.00718348476953,-15.408911161161132,infinity
-17.286237011351304,-15.19605184594603,-13.440776119627671,infinity
-17.153754319991464,-14.990036573256843,-15.62016448005616,infinity
-14.565398138045994,-14.890342157363621,-13.57166187095615,infinity
-13.527612442870895,-15.783633942504684,-12.018445725341598,infinity
-12.07179934551966,-14.780590124633429,-13.084670610931036,infinity
-13.276561159987688,-13.294842619796038,-13.306618590255022,infinity
-14.064288824080187,-13.788193433760362,-13.927347391127306,infinity
-15.380766429746657,-14.38116125091365,-13.615323581541091,infinity
-16.24730764428449,-14.654107914365056,-12.580772743619207,infinity
-15.612264804577267,-14.003154926037228,-14.923516444897091,infinity
-13.418496129771752,-13.28680658127932,-14.275946615001244,infinity
-12.217490019373594,-12.647344412378965,-12.824982466273008,infinity
-13.52752888686549,-13.03098404891383,-12.922815923761242,infinity
-14.919683880166177,-13.82928747589982,-13.42574686463273,infinity
-14.105174786873347,-13.257848985023982,-13.691639191933161,infinity
-13.417974537895233,-12.838889187858612,-14.272613114402802,infinity
-13.86726558638739,-13.217162017356628,-13.495431785117859,infinity
-14.081607521735837,-13.447260559760739,-13.353847683631589,infinity
-13.534949299476496,-13.27703499474322,-13.489236828468195,infinity
-13.3442137749866,-13.105617097206448,-13.318367770500515,infinity
-13.650549038628728,-13.523609265069158,-12.517702683190496,infinity
-13.678295052408531,-13.78564015662606,-12.495807564615562,infinity
-13.308732715373898,-13.433045116191769,-13.388919559245968,infinity
-13.566493527768998,-13.414408223508744,-13.227272050260453,infinity
-14.658438031891231,-13.927646463135128,-13.14126903317297,infinity
-15.08974897081314,-14.070112816638336,-13.288767449206695,infinity
-14.580875315329438,-13.974232592245942,-13.60810986962021,infinity
-13.869659148417451,-13.620498620234468,-14.311634741984346,infinity
-13.669880396377266,-13.421279675018013,-14.738569265853585,infinity
-13.845570374058765,-13.377175379323047,-14.279771614598316,infinity
-13.916998952220045,-13.248283952067457,-13.744505494425855,infinity
-13.575901398500292,-13.073940644105761,-13.600375065645068,infinity
-13.645393061715465,-13.208465504723888,-13.61954181202064,infinity
-13.527584041658073,-13.131711210313469,-13.488422836366325,infinity
-13.228879691874297,-12.98440671137503,-13.583162547861846,infinity
-13.28429464172818,-12.939017332310456,-13.526075876469392,infinity
-13.437621425094273,-12.877626489104893,-13.654117892684605,infinity
-13.529607875224558,-12.905840976115671,-13.57673989045283,infinity
-13.699902429619073,-13.124169483223199,-13.25295866970086,infinity
-13.814246818014176,-13.249407216497453,-13.281030341573747,infinity
-13.897540523136955,-13.218868686283928,-13.675423575962883,infinity
-14.232930403202772,-13.340918760746717,-13.850802641361952,infinity
-14.425464637838129,-13.466699846349481,-13.893654831014398,infinity
-14.126960548820405,-13.285194906654267,-13.846706184806733,infinity
-13.778555449992401,-13.142573651820404,-13.934466418772919,infinity
-13.70524247489908,-13.118074258193758,-13.983343919143465,infinity
-13.861340623784612,-13.229235273290227,-13.987489324498723,infinity
-14.088666798809678,-13.255574824551255,-14.127835633495957,infinity
-14.185706755894719,-13.118680379170476,-14.236930033940373,infinity
-14.15541688542063,-12.987414756819556,-13.873813549086401,infinity
-14.097848113595942,-13.006190236627559,-13.342345412790278,infinity
-13.423848104300081,-12.903354358496248,-12.898060750784456,infinity
-12.843538012318238,-12.5998587272688,-13.033488001637085,infinity
-12.974809149295956,-12.504372457058102,-13.544150808841854,infinity
-13.285599938390003,-12.577293864247547,-13.674909344670521,infinity
-13.067064287376297,-12.504448296737564,-13.347130300712479,infinity
-12.42485405172362,-12.270995628490589,-13.217115175380847,infinity
-12.105551262682006,-12.013751884286926,-13.244903107469604,infinity
-11.421919134362815,-11.777247932656882,-12.477544096215842,infinity
-9.723544153582488,-11.482537779223357,-10.669706854235564,infinity
-8.061405934598874,-11.739967383649777,-8.945507325437497,infinity
-8.234692137629287,-13.046718399912612,-8.45483974733998,infinity
-10.883104605935483,-14.997269435189633,-7.764654441140561,infinity
-12.368236585977456,-16.06147246015348,-6.3010888541964505,infinity
-12.094209476681023,-16.426839157314568,-8.029452606411247,infinity
-13.477988285828197,-17.286688847351634,-10.933560652542674,infinity
-14.78251055919538,-17.54147223674665,-10.910463134878974,infinity
-16.142506635832902,-17.89790729348671,-11.758097446608657,infinity
-17.284649165124335,-18.22194937035505,-13.585099251717963,infinity
-18.498839880468154,-18.157333876134658,-14.948519970418717,infinity
-18.710316437504044,-17.587495106479874,-16.01883127095436,infinity
-18.181123266011088,-16.440359124928325,-16.872378358631938,infinity
-17.793529748466128,-16.045392751243227,-16.356183766868227,infinity
-19.954373825085263,-17.256371963512997,-14.45617501784573,infinity
-20.130553460346064,-18.65333673976501,-13.74957398198684,infinity
-16.187575780103053,-18.515192948529567,-14.66911252612814,infinity
-14.839114375970045,-18.223337837121168,-14.178276844880262,infinity
-16.92897313054594,-19.39915411885771,-14.20558630641493,infinity
-16.65875211859884,-21.11587921286764,-14.827420865547085,infinity
-11.040257351328737,-17.988065140177614,-15.933978931834108,infinity
-10.161741373138732,-15.384690877991027,-17.185158607559508,infinity
-14.7694743637774,-18.223829603645562,-18.260776854011773,infinity
-16.002357556917865,-21.345537736513812,-18.429889752962787,infinity
-8.684996417495471,-15.629084876510364,-18.832431605788926,infinity
-7.596054580764152,-13.178310897902824,-21.23746588523803,infinity
-10.94269395010529,-17.005979062486272,-21.410100222993474,infinity
-11.836229299078491,-18.291892026434446,-16.55692741728833,infinity
-10.569501585325392,-15.604665226301345,-17.83233804162422,infinity
-9.119594968697097,-13.256485469481017,-19.856758989235427,infinity
-9.847844249913855,-13.57215961010234,-17.51572192401664,infinity
-12.817111825215937,-15.93226585315478,-15.48589978145373,infinity
-12.811059536949566,-15.926808896080425,-17.148360791222025,infinity
-9.516336707624543,-14.070716886076081,-17.295264987501252,infinity
-6.861069672384943,-12.811768763342585,-16.47146462706634,infinity
-5.782854752336759,-12.555138544832486,-16.048868851457854,infinity
-5.214947143097698,-12.57906631519395,-15.743046203156291,infinity
-5.48294174670637,-12.760190367693308,-15.733294129366282,infinity
-6.55607875176144,-13.79751511402798,-15.300704320151333,infinity
-6.984536209257815,-13.65932435646889,-15.113657989653323,infinity
-6.403706785058569,-13.882926340913366,-17.170457597589085,infinity
